"Step","clear-sound-150 - test_acc","clear-sound-150 - test_acc__MIN","clear-sound-150 - test_acc__MAX","major-surf-148 - test_acc","major-surf-148 - test_acc__MIN","major-surf-148 - test_acc__MAX","glowing-water-148 - test_acc","glowing-water-148 - test_acc__MIN","glowing-water-148 - test_acc__MAX","avid-snowball-147 - test_acc","avid-snowball-147 - test_acc__MIN","avid-snowball-147 - test_acc__MAX","divine-cloud-146 - test_acc","divine-cloud-146 - test_acc__MIN","divine-cloud-146 - test_acc__MAX"
"3","58.677164713541664","58.677164713541664","58.677164713541664","92.95247395833333","92.95247395833333","92.95247395833333","28.794352213541668","28.794352213541668","28.794352213541668","35.536702473958336","35.536702473958336","35.536702473958336","3.271484375","3.271484375","3.271484375"
"4","77.97444661458333","77.97444661458333","77.97444661458333","8.683268229166666","8.683268229166666","8.683268229166666","62.294514973958336","62.294514973958336","62.294514973958336","70.501708984375","70.501708984375","70.501708984375","0.006103515625","0.006103515625","0.006103515625"
"5","59.454345703125","59.454345703125","59.454345703125","58.852132161458336","58.852132161458336","58.852132161458336","96.90144856770833","96.90144856770833","96.90144856770833","3.7821451822916665","3.7821451822916665","3.7821451822916665","0","0","0"
"6","97.79256184895833","97.79256184895833","97.79256184895833","88.70646158854167","88.70646158854167","88.70646158854167","22.367350260416668","22.367350260416668","22.367350260416668","37.980143229166664","37.980143229166664","37.980143229166664","46.193440755208336","46.193440755208336","46.193440755208336"
"7","98.05704752604167","98.05704752604167","98.05704752604167","73.80167643229167","73.80167643229167","73.80167643229167","93.27392578125","93.27392578125","93.27392578125","11.594645182291666","11.594645182291666","11.594645182291666","12.546793619791666","12.546793619791666","12.546793619791666"
"8","60.548909505208336","60.548909505208336","60.548909505208336","0","0","0","95.73771158854167","95.73771158854167","95.73771158854167","33.327229817708336","33.327229817708336","33.327229817708336","0","0","0"
"9","96.84041341145833","96.84041341145833","96.84041341145833","51.692708333333336","51.692708333333336","51.692708333333336","73.93798828125","73.93798828125","73.93798828125","56.976318359375","56.976318359375","56.976318359375","0","0","0"
"10","99.68058268229167","99.68058268229167","99.68058268229167","28.9306640625","28.9306640625","28.9306640625","45.0439453125","45.0439453125","45.0439453125","83.09326171875","83.09326171875","83.09326171875","0.11393229166666667","0.11393229166666667","0.11393229166666667"
"11","98.15673828125","98.15673828125","98.15673828125","43.4326171875","43.4326171875","43.4326171875","0","0","0","7.749430338541667","7.749430338541667","7.749430338541667","0.1953125","0.1953125","0.1953125"
"12","98.27067057291667","98.27067057291667","98.27067057291667","77.15657552083333","77.15657552083333","77.15657552083333","56.077067057291664","56.077067057291664","56.077067057291664","32.596842447916664","32.596842447916664","32.596842447916664","0.10986328125","0.10986328125","0.10986328125"
"13","87.32503255208333","87.32503255208333","87.32503255208333","86.74112955729167","86.74112955729167","86.74112955729167","86.126708984375","86.126708984375","86.126708984375","11.627197265625","11.627197265625","11.627197265625","0","0","0"
"14","95.19246419270833","95.19246419270833","95.19246419270833","20.279947916666668","20.279947916666668","20.279947916666668","0","0","0","16.094970703125","16.094970703125","16.094970703125","0","0","0"
"15","90.37272135416667","90.37272135416667","90.37272135416667","73.53312174479167","73.53312174479167","73.53312174479167","82.51953125","82.51953125","82.51953125","43.896484375","43.896484375","43.896484375","4.359944661458333","4.359944661458333","4.359944661458333"
"16","98.10587565104167","98.10587565104167","98.10587565104167","47.198486328125","47.198486328125","47.198486328125","75.07527669270833","75.07527669270833","75.07527669270833","48.394775390625","48.394775390625","48.394775390625","0","0","0"
"17","95.95133463541667","95.95133463541667","95.95133463541667","0.5594889322916666","0.5594889322916666","0.5594889322916666","85.17862955729167","85.17862955729167","85.17862955729167","47.580973307291664","47.580973307291664","47.580973307291664","0.20751953125","0.20751953125","0.20751953125"
"18","99.9755859375","99.9755859375","99.9755859375","89.556884765625","89.556884765625","89.556884765625","90.30965169270833","90.30965169270833","90.30965169270833","0.016276041666666668","0.016276041666666668","0.016276041666666668","0","0","0"
"19","8.512369791666666","8.512369791666666","8.512369791666666","86.0595703125","86.0595703125","86.0595703125","89.25984700520833","89.25984700520833","89.25984700520833","8.740234375","8.740234375","8.740234375","0","0","0"
"20","94.708251953125","94.708251953125","94.708251953125","96.56168619791667","96.56168619791667","96.56168619791667","98.71622721354167","98.71622721354167","98.71622721354167","4.203287760416667","4.203287760416667","4.203287760416667","0","0","0"
"21","98.85457356770833","98.85457356770833","98.85457356770833","98.24015299479167","98.24015299479167","98.24015299479167","85.39225260416667","85.39225260416667","85.39225260416667","0.87890625","0.87890625","0.87890625","0","0","0"
"22","91.45711263020833","91.45711263020833","91.45711263020833","87.23958333333333","87.23958333333333","87.23958333333333","95.38167317708333","95.38167317708333","95.38167317708333","0.3662109375","0.3662109375","0.3662109375","0","0","0"
"23","99.28792317708333","99.28792317708333","99.28792317708333","79.12394205729167","79.12394205729167","79.12394205729167","49.434407552083336","49.434407552083336","49.434407552083336","0.018310546875","0.018310546875","0.018310546875","0","0","0"
"24","0","0","0","97.81290690104167","97.81290690104167","97.81290690104167","42.356363932291664","42.356363932291664","42.356363932291664","0","0","0","0","0","0"
"25","95.42439778645833","95.42439778645833","95.42439778645833","81.719970703125","81.719970703125","81.719970703125","6.5185546875","6.5185546875","6.5185546875","60.211181640625","60.211181640625","60.211181640625","0","0","0"
"26","96.96858723958333","96.96858723958333","96.96858723958333","99.14957682291667","99.14957682291667","99.14957682291667","75.35196940104167","75.35196940104167","75.35196940104167","11.537679036458334","11.537679036458334","11.537679036458334","0","0","0"
"27","99.50154622395833","99.50154622395833","99.50154622395833","96.12630208333333","96.12630208333333","96.12630208333333","75.64697265625","75.64697265625","75.64697265625","13.096110026041666","13.096110026041666","13.096110026041666","0","0","0"
"28","98.90543619791667","98.90543619791667","98.90543619791667","90.228271484375","90.228271484375","90.228271484375","73.22591145833333","73.22591145833333","73.22591145833333","55.963134765625","55.963134765625","55.963134765625","0","0","0"
"29","91.55069986979167","91.55069986979167","91.55069986979167","99.22688802083333","99.22688802083333","99.22688802083333","90.61279296875","90.61279296875","90.61279296875","52.227783203125","52.227783203125","52.227783203125","0","0","0"
"30","98.785400390625","98.785400390625","98.785400390625","37.717692057291664","37.717692057291664","37.717692057291664","77.69571940104167","77.69571940104167","77.69571940104167","0","0","0","0","0","0"
"31","90.88541666666667","90.88541666666667","90.88541666666667","98.74471028645833","98.74471028645833","98.74471028645833","31.878662109375","31.878662109375","31.878662109375","0","0","0","0","0","0"
"32","91.39811197916667","91.39811197916667","91.39811197916667","84.43806966145833","84.43806966145833","84.43806966145833","93.011474609375","93.011474609375","93.011474609375","0.03662109375","0.03662109375","0.03662109375","0","0","0"
"33","97.93294270833333","97.93294270833333","97.93294270833333","82.2021484375","82.2021484375","82.2021484375","92.42960611979167","92.42960611979167","92.42960611979167","0","0","0","0","0","0"
"34","87.11140950520833","87.11140950520833","87.11140950520833","92.89143880208333","92.89143880208333","92.89143880208333","0","0","0","0","0","0","0","0","0"
"35","97.40397135416667","97.40397135416667","97.40397135416667","0","0","0","97.51790364583333","97.51790364583333","97.51790364583333","0","0","0","0","0","0"
"36","99.322509765625","99.322509765625","99.322509765625","97.369384765625","97.369384765625","97.369384765625","85.662841796875","85.662841796875","85.662841796875","3.33251953125","3.33251953125","3.33251953125","0","0","0"
"37","98.82405598958333","98.82405598958333","98.82405598958333","96.35416666666667","96.35416666666667","96.35416666666667","99.932861328125","99.932861328125","99.932861328125","12.434895833333334","12.434895833333334","12.434895833333334","0","0","0"
"38","84.38313802083333","84.38313802083333","84.38313802083333","98.81184895833333","98.81184895833333","98.81184895833333","96.99503580729167","96.99503580729167","96.99503580729167","0.32958984375","0.32958984375","0.32958984375","0","0","0"
"39","89.46329752604167","89.46329752604167","89.46329752604167","39.019775390625","39.019775390625","39.019775390625","94.72859700520833","94.72859700520833","94.72859700520833","2.7669270833333335","2.7669270833333335","2.7669270833333335","0","0","0"
"40","97.09879557291667","97.09879557291667","97.09879557291667","99.15771484375","99.15771484375","99.15771484375","92.742919921875","92.742919921875","92.742919921875","23.512776692708332","23.512776692708332","23.512776692708332","0","0","0"
"41","94.50480143229167","94.50480143229167","94.50480143229167","99.49747721354167","99.49747721354167","99.49747721354167","80.94685872395833","80.94685872395833","80.94685872395833","25.714111328125","25.714111328125","25.714111328125","0","0","0"
"42","67.31770833333333","67.31770833333333","67.31770833333333","98.58601888020833","98.58601888020833","98.58601888020833","90.82438151041667","90.82438151041667","90.82438151041667","85.59163411458333","85.59163411458333","85.59163411458333","0","0","0"
"43","96.10392252604167","96.10392252604167","96.10392252604167","88.75325520833333","88.75325520833333","88.75325520833333","99.969482421875","99.969482421875","99.969482421875","45.292154947916664","45.292154947916664","45.292154947916664","0","0","0"
"44","90.57820638020833","90.57820638020833","90.57820638020833","99.98982747395833","99.98982747395833","99.98982747395833","99.32657877604167","99.32657877604167","99.32657877604167","95.9228515625","95.9228515625","95.9228515625","0","0","0"
"45","98.31136067708333","98.31136067708333","98.31136067708333","99.34285481770833","99.34285481770833","99.34285481770833","96.95027669270833","96.95027669270833","96.95027669270833","51.973470052083336","51.973470052083336","51.973470052083336","0","0","0"
"46","78.78011067708333","78.78011067708333","78.78011067708333","99.89827473958333","99.89827473958333","99.89827473958333","94.952392578125","94.952392578125","94.952392578125","0.9012858072916666","0.9012858072916666","0.9012858072916666","0","0","0"
"47","58.890787760416664","58.890787760416664","58.890787760416664","99.65006510416667","99.65006510416667","99.65006510416667","95.635986328125","95.635986328125","95.635986328125","1.74560546875","1.74560546875","1.74560546875","0","0","0"
"48","97.35514322916667","97.35514322916667","97.35514322916667","32.033284505208336","32.033284505208336","32.033284505208336","0","0","0","14.424641927083334","14.424641927083334","14.424641927083334","0","0","0"
"49","98.03466796875","98.03466796875","98.03466796875","98.56363932291667","98.56363932291667","98.56363932291667","39.424641927083336","39.424641927083336","39.424641927083336","0","0","0","0","0","0"
"50","93.3837890625","93.3837890625","93.3837890625","99.603271484375","99.603271484375","99.603271484375","89.28426106770833","89.28426106770833","89.28426106770833","1.3326009114583333","1.3326009114583333","1.3326009114583333","0","0","0"
"51","94.08365885416667","94.08365885416667","94.08365885416667","68.84358723958333","68.84358723958333","68.84358723958333","97.17203776041667","97.17203776041667","97.17203776041667","0.396728515625","0.396728515625","0.396728515625","0","0","0"
"52","99.91658528645833","99.91658528645833","99.91658528645833","91.29638671875","91.29638671875","91.29638671875","98.22591145833333","98.22591145833333","98.22591145833333","83.19905598958333","83.19905598958333","83.19905598958333","0","0","0"