"Step","ethereal-smoke-1701 - test_acc","ethereal-smoke-1701 - test_acc__MIN","ethereal-smoke-1701 - test_acc__MAX","usual-galaxy-1700 - test_acc","usual-galaxy-1700 - test_acc__MIN","usual-galaxy-1700 - test_acc__MAX","dulcet-leaf-1697 - test_acc","dulcet-leaf-1697 - test_acc__MIN","dulcet-leaf-1697 - test_acc__MAX","daily-terrain-1699 - test_acc","daily-terrain-1699 - test_acc__MIN","daily-terrain-1699 - test_acc__MAX","lively-night-1697 - test_acc","lively-night-1697 - test_acc__MIN","lively-night-1697 - test_acc__MAX","floral-galaxy-1686 - test_acc","floral-galaxy-1686 - test_acc__MIN","floral-galaxy-1686 - test_acc__MAX","dainty-bird-1685 - test_acc","dainty-bird-1685 - test_acc__MIN","dainty-bird-1685 - test_acc__MAX","sunny-sunset-1683 - test_acc","sunny-sunset-1683 - test_acc__MIN","sunny-sunset-1683 - test_acc__MAX","devout-dust-1683 - test_acc","devout-dust-1683 - test_acc__MIN","devout-dust-1683 - test_acc__MAX","jumping-paper-1682 - test_acc","jumping-paper-1682 - test_acc__MIN","jumping-paper-1682 - test_acc__MAX","bright-salad-1107 - test_acc","bright-salad-1107 - test_acc__MIN","bright-salad-1107 - test_acc__MAX","celestial-dust-1106 - test_acc","celestial-dust-1106 - test_acc__MIN","celestial-dust-1106 - test_acc__MAX","proud-fog-1105 - test_acc","proud-fog-1105 - test_acc__MIN","proud-fog-1105 - test_acc__MAX","lunar-pond-1104 - test_acc","lunar-pond-1104 - test_acc__MIN","lunar-pond-1104 - test_acc__MAX","denim-darkness-1103 - test_acc","denim-darkness-1103 - test_acc__MIN","denim-darkness-1103 - test_acc__MAX"
"3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","7.855224609375","7.855224609375","7.855224609375","93.359375","93.359375","93.359375","0","0","0","3.5847981770833335","3.5847981770833335","3.5847981770833335"
"4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","7.338460286458333","7.338460286458333","7.338460286458333"
"5","0","0","0","27.60498046875","27.60498046875","27.60498046875","21.2939453125","21.2939453125","21.2939453125","11.02294921875","11.02294921875","11.02294921875","8.076171875","8.076171875","8.076171875","7.57293701171875","7.57293701171875","7.57293701171875","3.11004638671875","3.11004638671875","3.11004638671875","0.08514404296875","0.08514404296875","0.08514404296875","0.386962890625","0.386962890625","0.386962890625","22.6983642578125","22.6983642578125","22.6983642578125","0","0","0","0.16886393229166666","0.16886393229166666","0.16886393229166666","0","0","0","0","0","0","0","0","0"
"6","1.09375","1.09375","1.09375","12.63916015625","12.63916015625","12.63916015625","35.791015625","35.791015625","35.791015625","0","0","0","56.953125","56.953125","56.953125","10.718994140625","10.718994140625","10.718994140625","0.1824951171875","0.1824951171875","0.1824951171875","0.596923828125","0.596923828125","0.596923828125","0.0469970703125","0.0469970703125","0.0469970703125","0.43060302734375","0.43060302734375","0.43060302734375","0","0","0","2.2298177083333335","2.2298177083333335","2.2298177083333335","0","0","0","0","0","0","0.0020345052083333335","0.0020345052083333335","0.0020345052083333335"
"7","99.51416015625","99.51416015625","99.51416015625","40.64453125","40.64453125","40.64453125","19.6337890625","19.6337890625","19.6337890625","0","0","0","77.744140625","77.744140625","77.744140625","15.352783203125","15.352783203125","15.352783203125","0.263671875","0.263671875","0.263671875","5.0506591796875","5.0506591796875","5.0506591796875","2.518310546875","2.518310546875","2.518310546875","16.73126220703125","16.73126220703125","16.73126220703125","0","0","0","0.07731119791666667","0.07731119791666667","0.07731119791666667","0.026448567708333332","0.026448567708333332","0.026448567708333332","0","0","0","0.62255859375","0.62255859375","0.62255859375"
"8","31.689453125","31.689453125","31.689453125","47.0068359375","47.0068359375","47.0068359375","10.3125","10.3125","10.3125","5.34912109375","5.34912109375","5.34912109375","5.48583984375","5.48583984375","5.48583984375","9.64569091796875","9.64569091796875","9.64569091796875","8.7835693359375","8.7835693359375","8.7835693359375","5.62713623046875","5.62713623046875","5.62713623046875","0.0048828125","0.0048828125","0.0048828125","11.23565673828125","11.23565673828125","11.23565673828125","0","0","0","1.6703287760416667","1.6703287760416667","1.6703287760416667","0.008138020833333334","0.008138020833333334","0.008138020833333334","0","0","0","50.74462890625","50.74462890625","50.74462890625"
"9","20.79345703125","20.79345703125","20.79345703125","26.513671875","26.513671875","26.513671875","56.47705078125","56.47705078125","56.47705078125","0.08544921875","0.08544921875","0.08544921875","1.10107421875","1.10107421875","1.10107421875","15.621337890625","15.621337890625","15.621337890625","0.62896728515625","0.62896728515625","0.62896728515625","10.7891845703125","10.7891845703125","10.7891845703125","3.94561767578125","3.94561767578125","3.94561767578125","11.83258056640625","11.83258056640625","11.83258056640625","0","0","0","70.66243489583333","70.66243489583333","70.66243489583333","0","0","0","0","0","0","84.5947265625","84.5947265625","84.5947265625"
"10","28.57177734375","28.57177734375","28.57177734375","10.1806640625","10.1806640625","10.1806640625","34.8779296875","34.8779296875","34.8779296875","67.8466796875","67.8466796875","67.8466796875","0.21484375","0.21484375","0.21484375","16.30950927734375","16.30950927734375","16.30950927734375","6.75323486328125","6.75323486328125","6.75323486328125","14.20562744140625","14.20562744140625","14.20562744140625","0.0341796875","0.0341796875","0.0341796875","12.32086181640625","12.32086181640625","12.32086181640625","0","0","0","15.34423828125","15.34423828125","15.34423828125","0","0","0","0","0","0","0.13224283854166666","0.13224283854166666","0.13224283854166666"
"11","0","0","0","4.43603515625","4.43603515625","4.43603515625","61.96533203125","61.96533203125","61.96533203125","0.0146484375","0.0146484375","0.0146484375","0.0390625","0.0390625","0.0390625","9.19189453125","9.19189453125","9.19189453125","0.0103759765625","0.0103759765625","0.0103759765625","6.6015625","6.6015625","6.6015625","1.1553955078125","1.1553955078125","1.1553955078125","13.57696533203125","13.57696533203125","13.57696533203125","0","0","0","0.23396809895833334","0.23396809895833334","0.23396809895833334","0","0","0","0","0","0","1.13525390625","1.13525390625","1.13525390625"
"12","7.2119140625","7.2119140625","7.2119140625","23.5400390625","23.5400390625","23.5400390625","64.94384765625","64.94384765625","64.94384765625","0","0","0","0.0537109375","0.0537109375","0.0537109375","0","0","0","0","0","0","2.39837646484375","2.39837646484375","2.39837646484375","6.78619384765625","6.78619384765625","6.78619384765625","9.666748046875","9.666748046875","9.666748046875","0","0","0","4.150390625","4.150390625","4.150390625","0","0","0","0","0","0","0.08341471354166667","0.08341471354166667","0.08341471354166667"
"13","13.8134765625","13.8134765625","13.8134765625","0","0","0","0.009765625","0.009765625","0.009765625","0","0","0","2.2705078125","2.2705078125","2.2705078125","1.76300048828125","1.76300048828125","1.76300048828125","0.00579833984375","0.00579833984375","0.00579833984375","0.4119873046875","0.4119873046875","0.4119873046875","0.00030517578125","0.00030517578125","0.00030517578125","12.584228515625","12.584228515625","12.584228515625","0","0","0","6.416829427083333","6.416829427083333","6.416829427083333","0","0","0","0","0","0","0.10986328125","0.10986328125","0.10986328125"
"14","64.53857421875","64.53857421875","64.53857421875","0","0","0","92.7685546875","92.7685546875","92.7685546875","0","0","0","7.16064453125","7.16064453125","7.16064453125","19.2327880859375","19.2327880859375","19.2327880859375","0.00030517578125","0.00030517578125","0.00030517578125","11.18927001953125","11.18927001953125","11.18927001953125","0.009765625","0.009765625","0.009765625","13.58551025390625","13.58551025390625","13.58551025390625","0","0","0","7.902018229166667","7.902018229166667","7.902018229166667","0","0","0","0","0","0","0","0","0"
"15","3.115234375","3.115234375","3.115234375","0","0","0","76.1962890625","76.1962890625","76.1962890625","0","0","0","2.44873046875","2.44873046875","2.44873046875","3.53057861328125","3.53057861328125","3.53057861328125","0","0","0","9.91180419921875","9.91180419921875","9.91180419921875","1.42303466796875","1.42303466796875","1.42303466796875","12.35198974609375","12.35198974609375","12.35198974609375","0","0","0","7.090250651041667","7.090250651041667","7.090250651041667","0","0","0","0","0","0","0","0","0"
"16","8.193359375","8.193359375","8.193359375","0.00732421875","0.00732421875","0.00732421875","52.1044921875","52.1044921875","52.1044921875","0","0","0","0.0244140625","0.0244140625","0.0244140625","0.00518798828125","0.00518798828125","0.00518798828125","0.00091552734375","0.00091552734375","0.00091552734375","5.80535888671875","5.80535888671875","5.80535888671875","0.00030517578125","0.00030517578125","0.00030517578125","0","0","0","0","0","0","85.18880208333333","85.18880208333333","85.18880208333333","0","0","0","0","0","0","0.81787109375","0.81787109375","0.81787109375"
"17","91.9189453125","91.9189453125","91.9189453125","1.19140625","1.19140625","1.19140625","50.94970703125","50.94970703125","50.94970703125","0","0","0","0","0","0","0.10650634765625","0.10650634765625","0.10650634765625","2.67913818359375","2.67913818359375","2.67913818359375","0","0","0","0.33966064453125","0.33966064453125","0.33966064453125","5.875244140625","5.875244140625","5.875244140625","0","0","0","0.008138020833333334","0.008138020833333334","0.008138020833333334","0","0","0","0","0","0","0","0","0"
"18","54.84619140625","54.84619140625","54.84619140625","0","0","0","99.54833984375","99.54833984375","99.54833984375","0","0","0","0","0","0","9.47479248046875","9.47479248046875","9.47479248046875","0","0","0","2.39044189453125","2.39044189453125","2.39044189453125","0.02899169921875","0.02899169921875","0.02899169921875","10.78216552734375","10.78216552734375","10.78216552734375","0","0","0","0.020345052083333332","0.020345052083333332","0.020345052083333332","0","0","0","0","0","0","0","0","0"
"19","26.6552734375","26.6552734375","26.6552734375","0.15380859375","0.15380859375","0.15380859375","93.2080078125","93.2080078125","93.2080078125","0","0","0","0","0","0","6.32171630859375","6.32171630859375","6.32171630859375","0.05828857421875","0.05828857421875","0.05828857421875","0.0860595703125","0.0860595703125","0.0860595703125","0.00885009765625","0.00885009765625","0.00885009765625","0.38787841796875","0.38787841796875","0.38787841796875","0","0","0","0","0","0","0.016276041666666668","0.016276041666666668","0.016276041666666668","0","0","0","0","0","0"
"20","65.05615234375","65.05615234375","65.05615234375","0.6591796875","0.6591796875","0.6591796875","61.33544921875","61.33544921875","61.33544921875","0","0","0","0","0","0","1.1328125","1.1328125","1.1328125","9.76776123046875","9.76776123046875","9.76776123046875","11.312255859375","11.312255859375","11.312255859375","5.57830810546875","5.57830810546875","5.57830810546875","15.63934326171875","15.63934326171875","15.63934326171875","0","0","0","0","0","0","0","0","0","0","0","0","0.004069010416666667","0.004069010416666667","0.004069010416666667"
"21","19.81689453125","19.81689453125","19.81689453125","14.873046875","14.873046875","14.873046875","85.53955078125","85.53955078125","85.53955078125","0","0","0","0","0","0","13.4637451171875","13.4637451171875","13.4637451171875","12.78594970703125","12.78594970703125","12.78594970703125","0.08087158203125","0.08087158203125","0.08087158203125","3.62396240234375","3.62396240234375","3.62396240234375","33.78448486328125","33.78448486328125","33.78448486328125","0","0","0","0","0","0","0.006103515625","0.006103515625","0.006103515625","0","0","0","0","0","0"
"22","70.3076171875","70.3076171875","70.3076171875","0.01953125","0.01953125","0.01953125","78.41796875","78.41796875","78.41796875","0.00732421875","0.00732421875","0.00732421875","0","0","0","1.82403564453125","1.82403564453125","1.82403564453125","20.457763671875","20.457763671875","20.457763671875","0.5859375","0.5859375","0.5859375","0.01312255859375","0.01312255859375","0.01312255859375","11.57806396484375","11.57806396484375","11.57806396484375","0","0","0","0","0","0","0.311279296875","0.311279296875","0.311279296875","0","0","0","0","0","0"
"23","28.193359375","28.193359375","28.193359375","0","0","0","0.28564453125","0.28564453125","0.28564453125","0","0","0","0","0","0","10.62591552734375","10.62591552734375","10.62591552734375","5.5291748046875","5.5291748046875","5.5291748046875","3.14727783203125","3.14727783203125","3.14727783203125","1.2255859375","1.2255859375","1.2255859375","4.69146728515625","4.69146728515625","4.69146728515625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","27.8271484375","27.8271484375","27.8271484375","0","0","0","0.009765625","0.009765625","0.009765625","0","0","0","1.15966796875","1.15966796875","1.15966796875","3.19580078125","3.19580078125","3.19580078125","16.2701416015625","16.2701416015625","16.2701416015625","0.64453125","0.64453125","0.64453125","1.64337158203125","1.64337158203125","1.64337158203125","20.32867431640625","20.32867431640625","20.32867431640625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","61.50390625","61.50390625","61.50390625","0","0","0","33.0908203125","33.0908203125","33.0908203125","0","0","0","0.01220703125","0.01220703125","0.01220703125","1.82220458984375","1.82220458984375","1.82220458984375","0.00732421875","0.00732421875","0.00732421875","0.10467529296875","0.10467529296875","0.10467529296875","9.09393310546875","9.09393310546875","9.09393310546875","10.218505859375","10.218505859375","10.218505859375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","23.65234375","23.65234375","23.65234375","0","0","0","11.025390625","11.025390625","11.025390625","0","0","0","0","0","0","0.21636962890625","0.21636962890625","0.21636962890625","4.332275390625","4.332275390625","4.332275390625","13.44024658203125","13.44024658203125","13.44024658203125","1.98486328125","1.98486328125","1.98486328125","0.79315185546875","0.79315185546875","0.79315185546875","0","0","0","0","0","0","39.919026692708336","39.919026692708336","39.919026692708336","0","0","0","0","0","0"
"27","4.267578125","4.267578125","4.267578125","0","0","0","30.30029296875","30.30029296875","30.30029296875","0","0","0","0","0","0","8.0133056640625","8.0133056640625","8.0133056640625","7.47467041015625","7.47467041015625","7.47467041015625","0.08026123046875","0.08026123046875","0.08026123046875","5.0469970703125","5.0469970703125","5.0469970703125","2.97332763671875","2.97332763671875","2.97332763671875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","7.275390625","7.275390625","7.275390625","0","0","0","60.10986328125","60.10986328125","60.10986328125","0","0","0","8.45458984375","8.45458984375","8.45458984375","0","0","0","0.191650390625","0.191650390625","0.191650390625","7.90313720703125","7.90313720703125","7.90313720703125","8.91998291015625","8.91998291015625","8.91998291015625","15.4034423828125","15.4034423828125","15.4034423828125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","7.06298828125","7.06298828125","7.06298828125","0.76171875","0.76171875","0.76171875","59.56787109375","59.56787109375","59.56787109375","14.1455078125","14.1455078125","14.1455078125","0.65673828125","0.65673828125","0.65673828125","4.8992919921875","4.8992919921875","4.8992919921875","6.60186767578125","6.60186767578125","6.60186767578125","1.94244384765625","1.94244384765625","1.94244384765625","3.2879638671875","3.2879638671875","3.2879638671875","1.08245849609375","1.08245849609375","1.08245849609375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","0.89111328125","0.89111328125","0.89111328125","0","0","0","10.849609375","10.849609375","10.849609375","0","0","0","1.298828125","1.298828125","1.298828125","4.0240478515625","4.0240478515625","4.0240478515625","1.734619140625","1.734619140625","1.734619140625","4.49920654296875","4.49920654296875","4.49920654296875","8.34808349609375","8.34808349609375","8.34808349609375","16.13128662109375","16.13128662109375","16.13128662109375","39.322916666666664","39.322916666666664","39.322916666666664","0","0","0","0","0","0","0","0","0","0","0","0"
"31","64.19677734375","64.19677734375","64.19677734375","0.3759765625","0.3759765625","0.3759765625","75.08056640625","75.08056640625","75.08056640625","0","0","0","0.66650390625","0.66650390625","0.66650390625","12.2991943359375","12.2991943359375","12.2991943359375","0.2410888671875","0.2410888671875","0.2410888671875","5.076904296875","5.076904296875","5.076904296875","7.403564453125","7.403564453125","7.403564453125","8.67767333984375","8.67767333984375","8.67767333984375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","49.50927734375","49.50927734375","49.50927734375","0.08056640625","0.08056640625","0.08056640625","0","0","0","0","0","0","0.01220703125","0.01220703125","0.01220703125","11.84051513671875","11.84051513671875","11.84051513671875","4.493408203125","4.493408203125","4.493408203125","12.30560302734375","12.30560302734375","12.30560302734375","5.6365966796875","5.6365966796875","5.6365966796875","5.92041015625","5.92041015625","5.92041015625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","25.10986328125","25.10986328125","25.10986328125","0","0","0","0.05859375","0.05859375","0.05859375","0.21484375","0.21484375","0.21484375","0.01220703125","0.01220703125","0.01220703125","11.575927734375","11.575927734375","11.575927734375","0.11383056640625","0.11383056640625","0.11383056640625","8.807373046875","8.807373046875","8.807373046875","3.8885498046875","3.8885498046875","3.8885498046875","3.05145263671875","3.05145263671875","3.05145263671875","0","0","0","0.006103515625","0.006103515625","0.006103515625","0","0","0","0","0","0","0","0","0"
"34","97.59033203125","97.59033203125","97.59033203125","0","0","0","0.48095703125","0.48095703125","0.48095703125","0","0","0","0.5517578125","0.5517578125","0.5517578125","0.546875","0.546875","0.546875","8.9471435546875","8.9471435546875","8.9471435546875","7.01812744140625","7.01812744140625","7.01812744140625","5.97442626953125","5.97442626953125","5.97442626953125","0.3875732421875","0.3875732421875","0.3875732421875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","80.3173828125","80.3173828125","80.3173828125","0","0","0","0.22216796875","0.22216796875","0.22216796875","0","0","0","1.7236328125","1.7236328125","1.7236328125","11.622314453125","11.622314453125","11.622314453125","7.17620849609375","7.17620849609375","7.17620849609375","10.36285400390625","10.36285400390625","10.36285400390625","2.84210205078125","2.84210205078125","2.84210205078125","3.6669921875","3.6669921875","3.6669921875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","37.744140625","37.744140625","37.744140625","0","0","0","2.8564453125","2.8564453125","2.8564453125","0","0","0","12.626953125","12.626953125","12.626953125","12.4481201171875","12.4481201171875","12.4481201171875","1.4654541015625","1.4654541015625","1.4654541015625","0.01312255859375","0.01312255859375","0.01312255859375","1.685791015625","1.685791015625","1.685791015625","11.52923583984375","11.52923583984375","11.52923583984375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","63.36669921875","63.36669921875","63.36669921875","0","0","0","5.46630859375","5.46630859375","5.46630859375","0","0","0","7.19482421875","7.19482421875","7.19482421875","18.516845703125","18.516845703125","18.516845703125","3.9410400390625","3.9410400390625","3.9410400390625","9.09576416015625","9.09576416015625","9.09576416015625","8.15643310546875","8.15643310546875","8.15643310546875","6.52099609375","6.52099609375","6.52099609375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","31.86279296875","31.86279296875","31.86279296875","0","0","0","22.001953125","22.001953125","22.001953125","0","0","0","4.3115234375","4.3115234375","4.3115234375","14.07806396484375","14.07806396484375","14.07806396484375","12.2894287109375","12.2894287109375","12.2894287109375","0.0067138671875","0.0067138671875","0.0067138671875","6.1431884765625","6.1431884765625","6.1431884765625","2.381591796875","2.381591796875","2.381591796875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","75.40771484375","75.40771484375","75.40771484375","0","0","0","8.51318359375","8.51318359375","8.51318359375","0","0","0","12.0556640625","12.0556640625","12.0556640625","10.64483642578125","10.64483642578125","10.64483642578125","0.7867431640625","0.7867431640625","0.7867431640625","3.92974853515625","3.92974853515625","3.92974853515625","1.39190673828125","1.39190673828125","1.39190673828125","0.24017333984375","0.24017333984375","0.24017333984375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","35.2197265625","35.2197265625","35.2197265625","0","0","0","4.4482421875","4.4482421875","4.4482421875","0","0","0","3.80615234375","3.80615234375","3.80615234375","14.33868408203125","14.33868408203125","14.33868408203125","4.75128173828125","4.75128173828125","4.75128173828125","9.22882080078125","9.22882080078125","9.22882080078125","2.91046142578125","2.91046142578125","2.91046142578125","4.11407470703125","4.11407470703125","4.11407470703125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","35.95947265625","35.95947265625","35.95947265625","97.01171875","97.01171875","97.01171875","81.56005859375","81.56005859375","81.56005859375","0","0","0","1.25","1.25","1.25","13.55682373046875","13.55682373046875","13.55682373046875","0.196533203125","0.196533203125","0.196533203125","7.91473388671875","7.91473388671875","7.91473388671875","10.87127685546875","10.87127685546875","10.87127685546875","3.29986572265625","3.29986572265625","3.29986572265625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","21.89453125","21.89453125","21.89453125","0","0","0","67.04833984375","67.04833984375","67.04833984375","0","0","0","0.96923828125","0.96923828125","0.96923828125","12.5634765625","12.5634765625","12.5634765625","16.05255126953125","16.05255126953125","16.05255126953125","4.8052978515625","4.8052978515625","4.8052978515625","0.03509521484375","0.03509521484375","0.03509521484375","12.501220703125","12.501220703125","12.501220703125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","82.1728515625","82.1728515625","82.1728515625","0","0","0","72.3681640625","72.3681640625","72.3681640625","0","0","0","4.56787109375","4.56787109375","4.56787109375","12.7899169921875","12.7899169921875","12.7899169921875","12.03582763671875","12.03582763671875","12.03582763671875","7.19085693359375","7.19085693359375","7.19085693359375","16.988525390625","16.988525390625","16.988525390625","8.0712890625","8.0712890625","8.0712890625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","93.33740234375","93.33740234375","93.33740234375","0","0","0","72.52685546875","72.52685546875","72.52685546875","0","0","0","0.56884765625","0.56884765625","0.56884765625","7.83447265625","7.83447265625","7.83447265625","12.2601318359375","12.2601318359375","12.2601318359375","2.03704833984375","2.03704833984375","2.03704833984375","11.54998779296875","11.54998779296875","11.54998779296875","7.98431396484375","7.98431396484375","7.98431396484375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","90.3271484375","90.3271484375","90.3271484375","0","0","0","75.8349609375","75.8349609375","75.8349609375","0","0","0","0","0","0","9.53948974609375","9.53948974609375","9.53948974609375","3.08807373046875","3.08807373046875","3.08807373046875","11.41510009765625","11.41510009765625","11.41510009765625","7.369384765625","7.369384765625","7.369384765625","1.796875","1.796875","1.796875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","75.9521484375","75.9521484375","75.9521484375","0","0","0","81.0009765625","81.0009765625","81.0009765625","0","0","0","0","0","0","9.47265625","9.47265625","9.47265625","0.252685546875","0.252685546875","0.252685546875","5.68634033203125","5.68634033203125","5.68634033203125","11.9830322265625","11.9830322265625","11.9830322265625","14.12506103515625","14.12506103515625","14.12506103515625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","84.24560546875","84.24560546875","84.24560546875","0.4150390625","0.4150390625","0.4150390625","52.890625","52.890625","52.890625","0","0","0","0","0","0","8.0859375","8.0859375","8.0859375","12.57293701171875","12.57293701171875","12.57293701171875","6.531982421875","6.531982421875","6.531982421875","17.3968505859375","17.3968505859375","17.3968505859375","9.26788330078125","9.26788330078125","9.26788330078125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","90.263671875","90.263671875","90.263671875","0","0","0","53.2666015625","53.2666015625","53.2666015625","0","0","0","0","0","0","5.6884765625","5.6884765625","5.6884765625","15.7611083984375","15.7611083984375","15.7611083984375","11.1212158203125","11.1212158203125","11.1212158203125","17.13409423828125","17.13409423828125","17.13409423828125","5.29632568359375","5.29632568359375","5.29632568359375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","41.10595703125","41.10595703125","41.10595703125","0","0","0","72.1728515625","72.1728515625","72.1728515625","0","0","0","0","0","0","12.791748046875","12.791748046875","12.791748046875","13.349609375","13.349609375","13.349609375","10.562744140625","10.562744140625","10.562744140625","11.6864013671875","11.6864013671875","11.6864013671875","3.54827880859375","3.54827880859375","3.54827880859375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","46.44287109375","46.44287109375","46.44287109375","0.00244140625","0.00244140625","0.00244140625","22.64892578125","22.64892578125","22.64892578125","0","0","0","0","0","0","8.10577392578125","8.10577392578125","8.10577392578125","0.7781982421875","0.7781982421875","0.7781982421875","3.42803955078125","3.42803955078125","3.42803955078125","14.5404052734375","14.5404052734375","14.5404052734375","11.02996826171875","11.02996826171875","11.02996826171875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","63.54736328125","63.54736328125","63.54736328125","0","0","0","56.0546875","56.0546875","56.0546875","0","0","0","0","0","0","13.56201171875","13.56201171875","13.56201171875","0.61737060546875","0.61737060546875","0.61737060546875","10.8270263671875","10.8270263671875","10.8270263671875","3.32611083984375","3.32611083984375","3.32611083984375","18.02642822265625","18.02642822265625","18.02642822265625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","22.9345703125","22.9345703125","22.9345703125","0.00244140625","0.00244140625","0.00244140625","37.38037109375","37.38037109375","37.38037109375","0","0","0","0","0","0","6.13861083984375","6.13861083984375","6.13861083984375","0.23773193359375","0.23773193359375","0.23773193359375","12.53326416015625","12.53326416015625","12.53326416015625","9.10003662109375","9.10003662109375","9.10003662109375","12.7386474609375","12.7386474609375","12.7386474609375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","29.51904296875","29.51904296875","29.51904296875","0","0","0","5.96435546875","5.96435546875","5.96435546875","0","0","0","0","0","0","10.16998291015625","10.16998291015625","10.16998291015625","3.28765869140625","3.28765869140625","3.28765869140625","12.6702880859375","12.6702880859375","12.6702880859375","12.127685546875","12.127685546875","12.127685546875","15.047607421875","15.047607421875","15.047607421875","","","","","","","","","","","","","","",""
"54","95.21484375","95.21484375","95.21484375","0","0","0","32.919921875","32.919921875","32.919921875","0.09765625","0.09765625","0.09765625","0","0","0","10.3363037109375","10.3363037109375","10.3363037109375","5.23834228515625","5.23834228515625","5.23834228515625","12.5048828125","12.5048828125","12.5048828125","12.2796630859375","12.2796630859375","12.2796630859375","15.28411865234375","15.28411865234375","15.28411865234375","","","","","","","","","","","","","","",""